junction_id,latitude,longitude,reachable_nodes,average_distance,maximum_distance
1737436611,6.8539,79.88465,4117,123461.85,392094.53
635165818,6.892494,79.921251,4117,121775.25,389592.45
3379422350,6.892402,79.918771,4117,121891.01,389317.55
6513995679,6.892613,79.92162,4117,121746.21,389590.46
5352135771,6.950323,79.917307,4117,121830.74,382915.26
637009373,7.093252,79.993765,4117,118908.41,372698.0
637834306,7.028912,79.921805,4117,121411.33,372229.79
1285521727,7.028354,79.921927,4117,121358.52,372186.8
970090967,6.981376,79.968271,4117,120282.05,381679.77
637859907,6.986465,79.973905,4117,120256.7,380814.48
638916931,7.156555,80.055225,4117,117532.1,374345.08
3203260988,7.207614,80.057048,4117,120172.39,369986.66
638943128,7.158411,80.031546,4117,118657.16,371654.62
4085806761,7.15481,80.057777,4117,117259.16,374687.71
638921965,7.163373,79.981214,4117,119421.89,365838.24
3645054902,7.163361,79.98132,4117,119416.93,365849.95
638923097,7.169006,79.948482,4117,119996.65,361587.12
667547394,7.195059,79.98459,4117,120084.5,365539.73
638924150,7.169022,79.948123,4117,119973.55,361547.42
638924157,7.169103,79.948135,4117,119974.03,361547.86
638925117,7.169072,79.947698,4117,120002.09,361496.98
638927828,7.16912,79.948019,4117,119975.52,361532.89
638927836,7.169059,79.948001,4117,119975.31,361530.56
638925131,7.170123,79.945433,4117,120253.93,361200.13
1268334826,7.184696,79.908169,4117,123333.86,358449.61
1268334824,7.204647,79.920958,4117,124215.39,355052.55
638927829,7.169333,79.948236,4117,119981.59,361566.55
1431446624,7.169114,79.948129,4117,119974.22,361546.51
1847947621,7.184365,79.963868,4117,120526.01,362957.94
1431446632,7.169139,79.948049,4117,119975.34,361536.75
638927834,7.168786,79.947929,4117,119978.76,361562.02
1431446619,7.169044,79.948006,4117,119975.07,361532.23
1431446617,7.169005,79.948096,4117,119973.71,361543.96
638929070,7.163845,79.946182,4117,120091.11,362142.06
638935065,7.139064,79.976366,4117,119762.08,366590.52
1268334809,7.143011,79.930696,4117,120889.58,363880.88
638935032,7.126291,79.981095,4117,119190.5,368120.5
638936201,7.125974,79.981194,4117,119175.15,368157.29
638936216,7.126,79.981284,4117,119174.98,368158.93
667537356,7.124566,79.975183,4117,119293.59,368276.97
638936200,7.125887,79.980979,4117,119182.99,368182.96
638936206,7.125863,79.981321,4117,119176.35,368177.55
638936208,7.125603,79.981389,4117,119196.04,368206.52
638936220,7.125846,79.981218,4117,119176.31,368173.67
638937223,7.100132,79.991122,4117,119371.14,371252.6
638936212,7.1259,79.981645,4117,119184.79,368200.29
3205978508,7.150384,80.019574,4117,119045.36,373324.24
3799725188,7.092437,79.992368,4117,118948.78,372217.67
