source,target,distance_m,hops
310860950,2011981296,120175.39742017607,50
310860950,5372968715,84577.74126899712,66
310860950,3794035028,85122.4895535973,41
310860950,3849049820,95391.09816459997,66
310860950,2339297860,67423.38569438823,17
310860950,2339297862,67423.4788387841,17
310860950,6289622879,170562.7771319739,83
310860950,3088508709,125917.85150713062,86
310860950,3088508720,125921.07776626058,86
310860950,3136385191,84634.30273572744,73
310860950,3237363036,275233.99102919234,118
310860950,3237363045,275239.23586820334,120
310860950,4137095171,275219.7426155809,119
310860950,3474422106,407855.69405210274,141
310860950,4136824662,407857.3120024736,140
310860950,4137349478,217119.91491122602,72
310860950,6537569535,272463.4903928936,100
310860950,4963408994,77257.06430667626,31
310860950,9513937138,114428.11616208495,61
310860950,4944055508,114412.61291992827,60
310860950,4944055634,114419.91746676974,61
310860950,4963408992,77255.90402849707,31
310860950,6524681176,82489.15110485659,75
310860950,9628046175,82455.099885811,74
